LOCATION,BOS,ADDR_NUM,ST_NAME,ST_TYPE,ADDRESS,EAS_ADDRESS,CNN,PARCEL,ZIP,LAT_EAS,LONG_EAS,COORDINATES,BIKE_PARKING,PLACEMENT,RACKS,SPACES,MO_INST,YR_INSTALLED,INSTALLED_BY,1_STATUS,2_STATUS_HIGH_LEVEL,3_STATUS_DETAIL,4_STATUS_DESCRIPTION,5_ACTING_AGENT,6_ACTION
Feel Real Coffee House,,,,,4001 JUDAH ST,,,,,,,"(37.760252, -122.505019)",RACK,SIDEWALK,2,4,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Wo's Restaurant,,,,,4005 JUDAH ST,,,,,,,"(37.760252, -122.505019)",RACK,SIDEWALK,1,2,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
John's Ocean Beach Cafe,,,,,2898 SLOAT BLVD,,,,,,,"(37.735854, -122.504737)",RACK,SIDEWALK,0,0,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,3809 NORIEGA ST,,,,,,,"(37.752778, -122.504583)",RACK,SIDEWALK,0,0,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Sea Breeze Cafe,,,,,3940 JUDAH ST,,,,,,,"(37.760629, -122.504582)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Other Avenues Food Co-op,,,,,3930 JUDAH ST,,,,,,,"(37.760742, -122.504339)",RACK,SIDEWALK,0,0,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,3925 JUDAH ST,,,,,,,"(37.76024868, -122.50430374)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Judahlicious,,,,,3906 JUDAH ST,,,,,,,"(37.760685, -122.504083)",RACK,SIDEWALK,1,0,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Judahlicious,,,,,3906 JUDAH ST,,,,,,,"(37.760685, -122.504083)",RACK,SIDEWALK,1,0,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Beach Burrito,,,,,3914 JUDAH ST,,,,,,,"(37.760685, -122.504083)",RACK,SIDEWALK,1,0,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Noriega CDC (PreK & SA) / Francis Scott Key (SA) Satellite CDC,,,,,1775 44TH AVE,,,,,,,"(37.753834, -122.503654)",RACK,SIDEWALK,1,0,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Walgreens,,,,,25 POINT LOBOS AVE,,,,,,,"(37.779429, -122.503565)",RACK,SIDEWALK,2,0,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
San Francisco Zoo,,,,,1 ZOO RD,,,,,,,"(37.732909, -122.503240)",RACK,SIDEWALK,12,0,,2010,private (publicly accessible),COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
San Francisco Zoo,,,,,1 ZOO RD,,,,,,,"(37.732909, -122.503240)",RACK,SIDEWALK,2,0,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Java Beach Cafe,,,,,2650 SLOAT BLVD,,,,,,,"(37.735689, -122.502910)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Java Beach Cafe,,,,,2650 SLOAT BLVD,,,,,,,"(37.735689, -122.502910)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Kaila's Corner Cup,,,,,3655 LAWTON ST,,,,,,,"(37.756666, -122.502228)",RACK,SIDEWALK,1,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Irma's Richmond Market,,,,,3950 BALBOA ST,,,,,,,"(37.775770, -122.501453)",RACK,SIDEWALK,1,0,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Vanida Thai Kitchen restaurant,,,,,3050 TARAVAL ST,,,,,,,"(37.74227099, -122.49901644)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
The Nibs Bakery,,,,,3717 BALBOA ST,,,,,,,"(37.775402, -122.498737)",RACK,SIDEWALK,1,0,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Walgreens,,,,,3001 TARAVAL ST,,,,,,,"(37.741789, -122.498710)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
South Sunset Playground,,,,,2601 40TH AVE,,,,,,,"(37.737387, -122.498452)",RACK,SIDEWALK,1,0,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bike Nook,,,,,3004 TARAVAL ST,,,,,,,"(37.74225580, -122.49842544)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
M D Salon,,,,,3651 BALBOA ST,,,,,,,"(37.77546298, -122.49815170)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Balboa Theatre,,,,,3630 BALBOA ST,,,,,,,"(37.775900, -122.497980)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Hockey Haven,,,,,3625 BALBOA ST,,,,,,,"(37.775445, -122.497801)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
"Urban Farmer Store, The",,,,,2833 VICENTE ST,,,,,,,"(37.738095, -122.497688)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,3138 NORIEGA ST,,,,,,,"(37.753546, -122.497577)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
A.P. Giannini MS,,,,,3151 ORTEGA ST,,,,,,,"(37.74968004, -122.49731133)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Marriot,,,,,550 37TH AVE,,,,,,,"(37.778530, -122.497195)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
The Sweet House,,,,,3512 BALBOA ST,,,,,,,"(37.77599855, -122.49654984)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Cassava Bakery,,,,,3519 BALBOA ST,,,,,,,"(37.775606, -122.496526)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Simple Pleasures Cafe,,,,,3434 BALBOA ST,,,,,,,"(37.776028, -122.495814)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Elevation,,,,,3425 BALBOA ST,,,,,,,"(37.775652, -122.495430)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Toby's Sunset Soccer Supply,,,,,3401 IRVING ST,,,,,,,"(37.762551, -122.494431)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Mixed Nuts,,,,,3243 BALBOA ST,,,,,,,"(37.775643, -122.493464)",RACK,SIDEWALK,0,0,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Art Gallery,,,,,3131 CLEMENT ST,,,,,,,"(37.781394, -122.493058)",RACK,SIDEWALK,0,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Century Kitchen Cabinets,,,,,3140 BALBOA ST,,,,,,,"(37.776168, -122.492786)",RACK,SIDEWALK,0,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Living Waters Fellowship,,,,,2312 VICENTE ST,,,,,,,"(37.738815, -122.491832)",RACK,SIDEWALK,0,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
dental office,,,,,3010 CLEMENT ST,,,,,,,"(37.781957, -122.491601)",RACK,SIDEWALK,0,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Cloud Rest Healing Center,,,,,2717 JUDAH ST,,,,,,,"(37.760824, -122.491272)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,2516 NORIEGA ST,,,,,,,"(37.753837, -122.490726)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
7-Eleven,,,,,2222 TARAVAL ST,,,,,,,"(37.742666, -122.490045)",RACK,SIDEWALK,0,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Ta Kioh Buddhist Temple,,,,,6555 GEARY BLVD,,,,,,,"(37.779548, -122.489804)",RACK,SIDEWALK,0,0,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
The Animal Connection,,,,,2550 JUDAH ST,,,,,,,"(37.761333, -122.489669)",RACK,SIDEWALK,0,0,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
American Gymnastics & Raise the Bar Fitness,,,,,2520 JUDAH ST,,,,,,,"(37.761409, -122.489206)",RACK,SIDEWALK,2,4,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,2325 NORIEGA ST,,,,,,,"(37.753442, -122.488793)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Hard Knox Cafe,,,,,2448 CLEMENT ST,,,,,,,"(37.782227, -122.485747)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
United States Post Office,,,,,1800 TARAVAL ST,,,,,,,"(37.742861, -122.485617)",RACK,SIDEWALK,0,0,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Nomad Cyclery,,,,,2555 IRVING ST,,,,,,,"(37.76294511, -122.48550457)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Nomad Cyclery,,,,,2555 IRVING ST,,,,,,,"(37.76294511, -122.48550457)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Joe's Coffee Shop,,,,,6134 GEARY BLVD,,,,,,,"(37.780371, -122.485376)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Balboa Bi-Rite,,,,,2449 BALBOA ST,,,,,,,"(37.776071, -122.485243)",RACK,SIDEWALK,1,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
SF Credit Union,,,,,2550 IRVING ST,,,,,,,"(37.763432, -122.485143)",RACK,SIDEWALK,1,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Avetex Furniture,,,,,6114 GEARY BLVD,,,,,,,"(37.780383, -122.485117)",RACK,SIDEWALK,1,0,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Greenhouse Cafe,,,,,1722 TARAVAL ST,,,,,,,"(37.742902, -122.484688)",RACK,SIDEWALK,0,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Royal Ground Coffee,,,,,2348 CLEMENT ST,,,,,,,"(37.782279, -122.484619)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bills Place (Burger Joint).,,,,,2315 CLEMENT ST,,,,,,,"(37.781806, -122.484154)",RACK,SIDEWALK,0,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Iyengar Yoga Institute of San Francisco (RELOCATED),,,,,2404 27TH AVE,,,,,,,"(37.74243416, -122.48406900)",RACK,SIDEWALK,0,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Eldon D. Young DDS,,,,,2022 JUDAH ST,,,,,,,"(37.761644, -122.483892)",RACK,SIDEWALK,0,0,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Goodwill,,,,,2400 IRVING ST,,,,,,,"(37.763513, -122.483856)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Jefferson Annex CDC,,,,,1351 25TH AVE,,,,,,,"(37.76229986, -122.48381527)",RACK,SIDEWALK,0,0,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
El Burito,,,,,1601 TARAVAL ST,,,,,,,"(37.742567, -122.483403)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Mescolanza Restaurant?,,,,,2221 CLEMENT ST,,,,,,,"(37.781851, -122.483166)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Irish Pub,,,,,2328 IRVING ST,,,,,,,"(37.763549, -122.483035)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Pizzetta 211,,,,,211 23RD AVE,,,,,,,"(37.783760, -122.483031)",RACK,SIDEWALK,1,2,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
4 Star Theater,,,,,2200 CLEMENT ST,,,,,,,"(37.782357, -122.482930)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
King of Thai Noodle,,,,,1541 TARAVAL ST,,,,,,,"(37.742489, -122.482813)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Wells Fargo,,,,,2300 IRVING ST,,,,,,,"(37.763563, -122.482720)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Olson's Cleaners,,,,,1311 24TH AVE,,,,,,,"(37.76307121, -122.48264239)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Little Paris,,,,,2305 IRVING ST,,,,,,,"(37.763071, -122.482642)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Walgreens,,,,,1750 NORIEGA ST,,,,,,,"(37.754273, -122.482641)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Sevan Liquor and Deli,,,,,1508 TARAVAL ST,,,,,,,"(37.743002, -122.482415)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Thom's Natural Food,,,,,5843 GEARY BLVD,,,,,,,"(37.779935, -122.482164)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Thom's Natural Food,,,,,5843 GEARY BLVD,,,,,,,"(37.779935, -122.482164)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Future Mobile Inc,,,,,2206 IRVING ST,,,,,,,"(37.763610, -122.481705)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Supermarket,,,,,2201 IRVING ST,,,,,,,"(37.763119, -122.481613)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bazaar Cafe,,,,,5927 CALIFORNIA ST,,,,,,,"(37.783825, -122.481196)",RACK,SIDEWALK,0,0,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bazaar Cafe,,,,,5927 CALIFORNIA ST,,,,,,,"(37.783825, -122.481196)",RACK,SIDEWALK,0,0,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Yum Yum Fish,,,,,2181 IRVING ST,,,,,,,"(37.763141, -122.481124)",RACK,SIDEWALK,0,0,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Quickly,,,,,2116 IRVING ST,,,,,,,"(37.763570, -122.480677)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
A Jeweler's Place,,,,,2015 BALBOA ST,,,,,,,"(37.776337, -122.480428)",RACK,SIDEWALK,0,0,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Just Won Ton Restaurant,,,,,1239 VICENTE ST,,,,,,,"(37.738872, -122.480407)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Three Bees Nursery,,,,,1921 CLEMENT ST,,,,,,,"(37.781991, -122.480051)",RACK,SIDEWALK,1,0,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Parkside Public Library,,,,,1200 TARAVAL ST,,,,,,,"(37.743795, -122.480043)",RACK,SIDEWALK,1,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Post Office,,,,,1314 22ND AVE,,,,,,,"(37.76318470, -122.47999146)",RACK,SIDEWALK,1,0,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Gables Sationary,,,,,5626 GEARY BLVD,,,,,,,"(37.780621, -122.479951)",RACK,SIDEWALK,1,0,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Riverside Seafood Restaurant,,,,,1201 VICENTE ST,,,,,,,"(37.738894, -122.479878)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
medical building,,,,,595 BUCKINGHAM WAY,,,,,,,"(37.729524, -122.479519)",RACK,SIDEWALK,1,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Liquor Locker,,,,,1223 TARAVAL ST,,,,,,,"(37.742642, -122.479337)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Walgreens,,,,,1201 TARAVAL ST,,,,,,,"(37.742652, -122.479108)",RACK,SIDEWALK,1,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
dental office,,,,,1828 CLEMENT ST,,,,,,,"(37.782533, -122.478998)",RACK,SIDEWALK,1,0,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,1405 NORIEGA ST,,,,,,,"(37.75389824, -122.47888473)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Accounting Office,,,,,1101 VICENTE ST,,,,,,,"(37.738928, -122.478806)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
i Cafe (CLOSED),,,,,1916 IRVING ST,,,,,,,"(37.763713, -122.478596)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Brown Owl Coffee,,,,,1131 TARAVAL ST,,,,,,,"(37.742768, -122.478566)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Sterling Bank and Trust,,,,,1122 TARAVAL ST,,,,,,,"(37.743181, -122.478343)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
88 Laundromat & Cleaners,,,,,1744 CLEMENT ST,,,,,,,"(37.782530, -122.478189)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
French Bakery,,,,,1101 TARAVAL ST,,,,,,,"(37.742786, -122.478151)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Lucca Foods,,,,,1899 IRVING ST,,,,,,,"(37.76328169, -122.47792223)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Underdogs Sports Bar and Grill,,,,,1824 IRVING ST,,,,,,,"(37.763789, -122.477652)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,5411 GEARY BLVD,,,,,,,"(37.780111, -122.477532)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
PPQ Beef Noodle House,,,,,1816 IRVING ST,,,,,,,"(37.763762, -122.477486)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bank of America,,,,,1007 TARAVAL ST,,,,,,,"(37.742743, -122.477084)",RACK,SIDEWALK,0,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bashful Bull Hamburgers,,,,,1222 NORIEGA ST,,,,,,,"(37.754466, -122.476992)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
YMCA,,,,,360 18TH AVE,,,,,,,"(37.781271, -122.476968)",RACK,SIDEWALK,0,0,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
YMCA,,,,,360 18TH AVE,,,,,,,"(37.781271, -122.476968)",RACK,SIDEWALK,0,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Test Magic,,,,,1722 IRVING ST,,,,,,,"(37.763839, -122.476504)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Sunset Hydrophonic,,,,,949 TARAVAL ST,,,,,,,"(37.742844, -122.476407)",RACK,SIDEWALK,1,0,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Chase,,,,,926 TARAVAL ST,,,,,,,"(37.743268, -122.476361)",RACK,SIDEWALK,1,0,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
DOC-FAI Martial Arts,,,,,925 TARAVAL ST,,,,,,,"(37.742782, -122.476169)",RACK,SIDEWALK,1,0,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
San Francisco Brewcraft,,,,,1555 CLEMENT ST,,,,,,,"(37.782205, -122.476114)",RACK,SIDEWALK,1,0,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Chomp N' Swig Cafe (was Cafe Mereb),,,,,1541 CLEMENT ST,,,,,,,"(37.782213, -122.475929)",RACK,SIDEWALK,1,0,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Chomp N' Swig Cafe (was Cafe Mereb),,,,,1541 CLEMENT ST,,,,,,,"(37.782213, -122.475929)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Sava Pool,,,,,2699 19TH AVE,,,,,,,"(37.73836627, -122.47590099)",RACK,SIDEWALK,1,0,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Seniore's Pizza,,,,,2415 19TH AVE,,,,,,,"(37.74279406, -122.47587007)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Underdog,,,,,1634 IRVING ST,,,,,,,"(37.763789, -122.475693)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Underdog,,,,,1634 IRVING ST,,,,,,,"(37.763789, -122.475693)",RACK,SIDEWALK,1,0,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Ross,,,,,5200 GEARY BLVD,,,,,,,"(37.780836, -122.475632)",RACK,SIDEWALK,1,0,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
